Given Address,House Number,Street,City,State,ZIP Code,Full Address,Exact Match
4005 SE 45TH ST OK,4005,Southeast 45th Street,Oklahoma City,Oklahoma,73135,"4005 Southeast 45th Street Oklahoma City, Oklahoma 73135",True
4008 NW 30TH TER OK,4008,Northwest 30th Terrace,Oklahoma City,Oklahoma,73112,"4008 Northwest 30th Terrace Oklahoma City, Oklahoma 73112",True
4012 NW 22ND ST OK,4012,Northwest 22nd Street,Oklahoma City,Oklahoma,73107,"4012 Northwest 22nd Street Oklahoma City, Oklahoma 73107",True
4012 SE 45TH ST OK,4012,Southeast 45th Street,Oklahoma City,Oklahoma,73135,"4012 Southeast 45th Street Oklahoma City, Oklahoma 73135",True
4016 SE 45TH ST OK,4016,Southeast 45th Street,Oklahoma City,Oklahoma,73135,"4016 Southeast 45th Street Oklahoma City, Oklahoma 73135",True
4020 SW 23RD ST OK,4020,Southwest 23rd Street,Oklahoma City,Oklahoma,73108,"4020 Southwest 23rd Street Oklahoma City, Oklahoma 73108",True
4032 NW 60TH ST OK,4032,Northwest 60th Street,Oklahoma City,Oklahoma,73112,"4032 Northwest 60th Street Oklahoma City, Oklahoma 73112",True
4052 NW 20TH ST OK,4052,Northwest 20th Street,Oklahoma City,Oklahoma,73107,"4052 Northwest 20th Street Oklahoma City, Oklahoma 73107",True
406 SE 28TH ST OK,406,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"406 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
409 SE 27TH ST OK,409,Southeast 27th Street,El Reno,Oklahoma,73036,"409 Southeast 27th Street El Reno, Oklahoma 73036",True
409 SE 28TH ST OK,409,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"409 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
41 SW 55TH ST OK,41,Southwest 55th Street,Oklahoma City,Oklahoma,73109,"41 Southwest 55th Street Oklahoma City, Oklahoma 73109",True
4107 N INDIANA AVE OK,4107,North Indiana Avenue,Oklahoma City,Oklahoma,73118,"4107 North Indiana Avenue Oklahoma City, Oklahoma 73118",True
4116 NW 21ST TER OK,4116,Northwest 21st Terrace,Oklahoma City,Oklahoma,73107,"4116 Northwest 21st Terrace Oklahoma City, Oklahoma 73107",True
3521 NW 13TH ST OK,3521,Northwest 13th Street,Oklahoma City,Oklahoma,73107,"3521 Northwest 13th Street Oklahoma City, Oklahoma 73107",True
3521 WINDSOR AVE OK,3521,North Windsor Avenue,Oklahoma City,Oklahoma,73122,"3521 North Windsor Avenue Oklahoma City, Oklahoma 73122",True
3528 NW 24TH ST OK,3528,Northwest 24th Street,Oklahoma City,Oklahoma,73107,"3528 Northwest 24th Street Oklahoma City, Oklahoma 73107",True
3600 OAKCLIFF DR OK,3600,Oakcliff Drive,Oklahoma City,Oklahoma,73135,"3600 Oakcliff Drive Oklahoma City, Oklahoma 73135",True
3605 NW 52ND ST OK,3605,Northwest 52nd Street,Oklahoma City,Oklahoma,73112,"3605 Northwest 52nd Street Oklahoma City, Oklahoma 73112",True
3605 S PORTLAND AVE OK,3605,South Portland Avenue,City not found,Oklahoma,73065,"3605 South Portland Avenue City not found, Oklahoma 73065",True
3613 NW 13TH ST OK,3613,Northwest 13th Street,Oklahoma City,Oklahoma,73107,"3613 Northwest 13th Street Oklahoma City, Oklahoma 73107",True
3704 NW 60TH ST OK,3704,Northwest 60th Street,Oklahoma City,Oklahoma,73112,"3704 Northwest 60th Street Oklahoma City, Oklahoma 73112",True
3709 N VIRGINIA AVE OK,3709,North Virginia Avenue,Oklahoma City,Oklahoma,73118,"3709 North Virginia Avenue Oklahoma City, Oklahoma 73118",True
3734 N SHARTEL AVE OK,3734,North Shartel Avenue,Oklahoma City,Oklahoma,73118,"3734 North Shartel Avenue Oklahoma City, Oklahoma 73118",True
3805 N HARTFORD ST OK,3805,North Hartford Street,Oklahoma City,Oklahoma,73112,"3805 North Hartford Street Oklahoma City, Oklahoma 73112",True
3812 S WALKER AVE OK,3812,South Walker Avenue,Oklahoma City,Oklahoma,73109,"3812 South Walker Avenue Oklahoma City, Oklahoma 73109",True
3813 NEWPORT AVE OK,4084,Newport Avenue,Oklahoma City,Oklahoma,73112,"4084 Newport Avenue Oklahoma City, Oklahoma 73112",False
3815 AMELIA AVE OK,3815,Amelia Avenue,Oklahoma City,Oklahoma,73112,"3815 Amelia Avenue Oklahoma City, Oklahoma 73112",True
3817 SW 26TH ST OK,3817,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"3817 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
3843 W PARK PL OK,3843,West Park Place,Oklahoma City,Oklahoma,73107,"3843 West Park Place Oklahoma City, Oklahoma 73107",True
533 SE 16TH ST OK,533,Southeast 16th Street,Oklahoma City,Oklahoma,73129,"533 Southeast 16th Street Oklahoma City, Oklahoma 73129",True
5407 NW 16TH ST OK,5407,Northwest 16th Street,Oklahoma City,Oklahoma,73127,"5407 Northwest 16th Street Oklahoma City, Oklahoma 73127",True
542 SE 27TH ST OK,542,Southeast 27th Street,El Reno,Oklahoma,73036,"542 Southeast 27th Street El Reno, Oklahoma 73036",True
5506 ROCKWOOD AVE OK,House number not found,Rockwood Avenue,City not found,Oklahoma,74006,"House number not found Rockwood Avenue City not found, Oklahoma 74006",False
5508 S SHIELDS BLVD OK,House number not found,South Shields Boulevard,Oklahoma City,Oklahoma,73149,"House number not found South Shields Boulevard Oklahoma City, Oklahoma 73149",False
5512 CHAD RD OK,5512,Chad Road,Oklahoma City,Oklahoma,73135,"5512 Chad Road Oklahoma City, Oklahoma 73135",True
5608 HIGHLEY DR OK,5608,Highley Drive,Oklahoma City,Oklahoma,73111,"5608 Highley Drive Oklahoma City, Oklahoma 73111",True
5612 HIGHLEY DR OK,5612,Highley Drive,Oklahoma City,Oklahoma,73111,"5612 Highley Drive Oklahoma City, Oklahoma 73111",True
4721 NW 19TH ST OK,4721,Northwest 19th Street,Oklahoma City,Oklahoma,73127,"4721 Northwest 19th Street Oklahoma City, Oklahoma 73127",True
4817 NW 18TH ST OK,4817,Northwest 18th Street,Oklahoma City,Oklahoma,73127,"4817 Northwest 18th Street Oklahoma City, Oklahoma 73127",True
4901 S WALKER AVE OK,4901,South Walker Avenue,Oklahoma City,Oklahoma,73109,"4901 South Walker Avenue Oklahoma City, Oklahoma 73109",True
4908 BROOKDALE DR OK,4908,Brookdale Drive,Oklahoma City,Oklahoma,73135,"4908 Brookdale Drive Oklahoma City, Oklahoma 73135",True
4909 S BROOKLINE AVE OK,4909,South Brookline Avenue,Oklahoma City,Oklahoma,73119,"4909 South Brookline Avenue Oklahoma City, Oklahoma 73119",True
4916 BROOKDALE DR OK,4916,Brookdale Drive,Oklahoma City,Oklahoma,73135,"4916 Brookdale Drive Oklahoma City, Oklahoma 73135",True
5000 S AGNEW AVE OK,5000,South Agnew Avenue,Oklahoma City,Oklahoma,73119,"5000 South Agnew Avenue Oklahoma City, Oklahoma 73119",True
501 CYPRESS DR OK,501,Cypress Drive,Oklahoma City,Oklahoma,73170,"501 Cypress Drive Oklahoma City, Oklahoma 73170",True
5012 S BYPASS TER OK,N/A,N/A,N/A,N/A,N/A,"N/A N/A N/A, N/A N/A",False
504 SE 31ST ST OK,504,Southeast 31st Street,Oklahoma City,Oklahoma,73129,"504 Southeast 31st Street Oklahoma City, Oklahoma 73129",True
509 SE 27TH ST OK,509,Southeast 27th Street,El Reno,Oklahoma,73036,"509 Southeast 27th Street El Reno, Oklahoma 73036",True
516 SE 44TH ST OK,516,Southeast 44th Street,Oklahoma City,Oklahoma,73129,"516 Southeast 44th Street Oklahoma City, Oklahoma 73129",True
517 SE 31ST ST OK,517,Southeast 31st Street,Oklahoma City,Oklahoma,73129,"517 Southeast 31st Street Oklahoma City, Oklahoma 73129",True
525 N BATH AVE OK,525,North Bath Avenue,Oklahoma City,Oklahoma,73117,"525 North Bath Avenue Oklahoma City, Oklahoma 73117",True
525 SE 27TH ST OK,525,Southeast 27th Street,El Reno,Oklahoma,73036,"525 Southeast 27th Street El Reno, Oklahoma 73036",True
5300 BODINE DR OK,5300,South Bodine Drive,Oklahoma City,Oklahoma,73135,"5300 South Bodine Drive Oklahoma City, Oklahoma 73135",True
5321 BROOKDALE DR OK,5321,Brookdale Drive,Oklahoma City,Oklahoma,73135,"5321 Brookdale Drive Oklahoma City, Oklahoma 73135",True
4209 CHERRY HILL LN OK,4209,Cherry Hill Lane,Oklahoma City,Oklahoma,73120,"4209 Cherry Hill Lane Oklahoma City, Oklahoma 73120",True
421 SE 46TH ST OK,421,Southeast 46th Street,Oklahoma City,Oklahoma,73129,"421 Southeast 46th Street Oklahoma City, Oklahoma 73129",True
424 SE 28TH ST OK,424,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"424 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
425 SE 26TH ST OK,425,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"425 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
430 SE 25TH ST OK,430,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"430 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
4401 N GEORGIA AVE OK,4401,North Georgia Avenue,Oklahoma City,Oklahoma,73118,"4401 North Georgia Avenue Oklahoma City, Oklahoma 73118",True
441 NW 96TH ST OK,441,Northwest 96th Street,Oklahoma City,Oklahoma,73114,"441 Northwest 96th Street Oklahoma City, Oklahoma 73114",True
4420 NW 11TH ST OK,4420,Northwest 11th Street,Oklahoma City,Oklahoma,73107,"4420 Northwest 11th Street Oklahoma City, Oklahoma 73107",True
4515 W PARK PL OK,4515,West Park Place,Oklahoma City,Oklahoma,73127,"4515 West Park Place Oklahoma City, Oklahoma 73127",True
4517 NW 32ND ST OK,4517,Northwest 32nd Street,Oklahoma City,Oklahoma,73122,"4517 Northwest 32nd Street Oklahoma City, Oklahoma 73122",True
4524 S SHALLOW BROOK DR OK,House number not found,South Shallow Brook Drive,Oklahoma City,Oklahoma,73129,"House number not found South Shallow Brook Drive Oklahoma City, Oklahoma 73129",False
4532 W PARK PL OK,House number not found,West Park Place,Oklahoma City,Oklahoma,73127,"House number not found West Park Place Oklahoma City, Oklahoma 73127",False
4624 NW 30TH ST OK,4624,Northwest 30th Street,Oklahoma City,Oklahoma,73122,"4624 Northwest 30th Street Oklahoma City, Oklahoma 73122",True
8324 S INDIANA AVE OK,8324,South Indiana Avenue,Oklahoma City,Oklahoma,73159,"8324 South Indiana Avenue Oklahoma City, Oklahoma 73159",True
8329 NW 109TH ST OK,8329,Northwest 109th Street,Oklahoma City,Oklahoma,73162,"8329 Northwest 109th Street Oklahoma City, Oklahoma 73162",True
8601 CANDLEWOOD DR OK,8601,Candlewood Drive,Oklahoma City,Oklahoma,73132,"8601 Candlewood Drive Oklahoma City, Oklahoma 73132",True
9108 N HUDSON AVE OK,9108,North Hudson Avenue,Oklahoma City,Oklahoma,73114,"9108 North Hudson Avenue Oklahoma City, Oklahoma 73114",True
921 SW 51ST ST OK,921,Southwest 51st Street,Oklahoma City,Oklahoma,73109,"921 Southwest 51st Street Oklahoma City, Oklahoma 73109",True
9225 PINE ST OK,11754,Pine Street,City not found,Oklahoma,74932,"11754 Pine Street City not found, Oklahoma 74932",False
923 NE 64TH ST OK,923,Northeast 64th Street,Oklahoma City,Oklahoma,73105,"923 Northeast 64th Street Oklahoma City, Oklahoma 73105",True
925 SW 97TH ST OK,House number not found,Southwest 97th Street,Oklahoma City,Oklahoma,73139,"House number not found Southwest 97th Street Oklahoma City, Oklahoma 73139",False
930 NW 116TH CT OK,930,Northwest 116th Court,Oklahoma City,Oklahoma,73114,"930 Northwest 116th Court Oklahoma City, Oklahoma 73114",True
930 SW 29TH ST OK,930,Southwest 29th Street,Oklahoma City,Oklahoma,73109,"930 Southwest 29th Street Oklahoma City, Oklahoma 73109",True
9508 S MCKINLEY AVE OK,9508,South McKinley Avenue,Oklahoma City,Oklahoma,73139,"9508 South McKinley Avenue Oklahoma City, Oklahoma 73139",True
9916 S CLEGERN AVE OK,100,South Clegern Avenue,Oklahoma City,Oklahoma,73106,"100 South Clegern Avenue Oklahoma City, Oklahoma 73106",False
639 SE 27TH ST OK,639,Southeast 27th Street,El Reno,Oklahoma,73036,"639 Southeast 27th Street El Reno, Oklahoma 73036",True
640 SE 30TH ST OK,640,Southeast 30th Street,Oklahoma City,Oklahoma,73129,"640 Southeast 30th Street Oklahoma City, Oklahoma 73129",True
6600 N PORTLAND AVE OK,6600,North Portland Avenue,Oklahoma City,Oklahoma,73116,"6600 North Portland Avenue Oklahoma City, Oklahoma 73116",True
6611 LYREWOOD LN OK,6611,Lyrewood Lane,Oklahoma City,Oklahoma,73132,"6611 Lyrewood Lane Oklahoma City, Oklahoma 73132",True
6708 SEARS TER OK,6708,Sears Terrace,Oklahoma City,Oklahoma,73149,"6708 Sears Terrace Oklahoma City, Oklahoma 73149",True
700 SE 26TH ST OK,700,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"700 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
701 WANDERING WAY OK,701,Wandering Way,Oklahoma City,Oklahoma,73170,"701 Wandering Way Oklahoma City, Oklahoma 73170",True
704 N ANITA DR OK,704,North Anita Drive,Oklahoma City,Oklahoma,73127,"704 North Anita Drive Oklahoma City, Oklahoma 73127",True
706 SE 69TH ST OK,706,Southeast 69th Street,Oklahoma City,Oklahoma,73149,"706 Southeast 69th Street Oklahoma City, Oklahoma 73149",True
711 SE 28TH ST OK,711,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"711 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
729 NW 87TH ST OK,729,Northwest 87th Street,Oklahoma City,Oklahoma,73114,"729 Northwest 87th Street Oklahoma City, Oklahoma 73114",True
7906 HARVEST MOON RD OK,7906,Harvest Moon Road,Oklahoma City,Oklahoma,73132,"7906 Harvest Moon Road Oklahoma City, Oklahoma 73132",True
809 NW 54TH ST OK,809,Northwest 54th Street,Oklahoma City,Oklahoma,73118,"809 Northwest 54th Street Oklahoma City, Oklahoma 73118",True
812 SW 28TH ST OK,812,Southwest 28th Street,Oklahoma City,Oklahoma,73109,"812 Southwest 28th Street Oklahoma City, Oklahoma 73109",True
812 TURTLE CREEK RD OK,812,Turtle Creek Road,Oklahoma City,Oklahoma,73170,"812 Turtle Creek Road Oklahoma City, Oklahoma 73170",True
813 SE 26TH ST OK,813,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"813 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
828 NW 6TH ST OK,828,Northwest 6th Street,Wagoner,Oklahoma,74467,"828 Northwest 6th Street Wagoner, Oklahoma 74467",True
5633 OAKWOOD ST OK,5633,Oakwood Street,Oklahoma City,Oklahoma,73084,"5633 Oakwood Street Oklahoma City, Oklahoma 73084",True
5911 GAELIC GLEN DR OK,5911,Gaelic Glen Drive,Oklahoma City,Oklahoma,73142,"5911 Gaelic Glen Drive Oklahoma City, Oklahoma 73142",True
5949 NW 26TH ST OK,5949,Northwest 26th Street,Oklahoma City,Oklahoma,73127,"5949 Northwest 26th Street Oklahoma City, Oklahoma 73127",True
6001 SMITH BLVD OK,6001,Smith Boulevard,Oklahoma City,Oklahoma,73112,"6001 Smith Boulevard Oklahoma City, Oklahoma 73112",True
603 SE 27TH ST OK,603,Southeast 27th Street,El Reno,Oklahoma,73036,"603 Southeast 27th Street El Reno, Oklahoma 73036",True
604 FLAMINGO WAY OK,604,Flamingo Way,Oklahoma City,Oklahoma,73127,"604 Flamingo Way Oklahoma City, Oklahoma 73127",True
6109 SE 85TH ST OK,6109,Southeast 85th Street,Oklahoma City,Oklahoma,73135,"6109 Southeast 85th Street Oklahoma City, Oklahoma 73135",True
6116 S DREXEL AVE OK,6116,South Drexel Avenue,Oklahoma City,Oklahoma,73159,"6116 South Drexel Avenue Oklahoma City, Oklahoma 73159",True
633 SW 31ST ST OK,633,Southwest 31st Street,Oklahoma City,Oklahoma,73109,"633 Southwest 31st Street Oklahoma City, Oklahoma 73109",True
1606 S CENTRAL AVE OK,1606,South Central Avenue,Oklahoma City,Oklahoma,73129,"1606 South Central Avenue Oklahoma City, Oklahoma 73129",True
1736 NE 67TH ST OK,1736,Northeast 67th Street,Oklahoma City,Oklahoma,73111,"1736 Northeast 67th Street Oklahoma City, Oklahoma 73111",True
1800 N PURDUE AVE OK,House number not found,North Purdue Avenue,Oklahoma City,Oklahoma,73127,"House number not found North Purdue Avenue Oklahoma City, Oklahoma 73127",False
1809 N JORDAN AVE OK,1809,North Jordan Avenue,Oklahoma City,Oklahoma,73111,"1809 North Jordan Avenue Oklahoma City, Oklahoma 73111",True
1841 NE 24TH ST OK,1841,Northeast 24th Street,Oklahoma City,Oklahoma,73111,"1841 Northeast 24th Street Oklahoma City, Oklahoma 73111",True
1916 MOULTON CT OK,1916,North Moulton Court,Oklahoma City,Oklahoma,73127,"1916 North Moulton Court Oklahoma City, Oklahoma 73127",True
200 SE 25TH ST OK,200,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"200 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
206 SE 25TH ST OK,206,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"206 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
212 SE 25TH ST OK,212,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"212 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
2241 NW 30TH ST OK,2241,Northwest 30th Street,Oklahoma City,Oklahoma,73112,"2241 Northwest 30th Street Oklahoma City, Oklahoma 73112",True
2301 SW GRAND BLVD OK,2301,Southwest Grand Boulevard,Oklahoma City,Oklahoma,73119,"2301 Southwest Grand Boulevard Oklahoma City, Oklahoma 73119",True
2305 SW GRAND BLVD OK,2305,Southwest Grand Boulevard,Oklahoma City,Oklahoma,73119,"2305 Southwest Grand Boulevard Oklahoma City, Oklahoma 73119",True
2320 SE 9TH ST OK,2320,Southeast 9th Street,Oklahoma City,Oklahoma,73129,"2320 Southeast 9th Street Oklahoma City, Oklahoma 73129",True
2425 SE 10TH ST OK,2425,Southeast 10th Street,Oklahoma City,Oklahoma,73129,"2425 Southeast 10th Street Oklahoma City, Oklahoma 73129",True
2445 SE 11TH ST OK,2445,Southeast 11th Street,Oklahoma City,Oklahoma,73129,"2445 Southeast 11th Street Oklahoma City, Oklahoma 73129",True
2454 NW 36TH TER OK,2454,Northwest 36th Terrace,Oklahoma City,Oklahoma,73112,"2454 Northwest 36th Terrace Oklahoma City, Oklahoma 73112",True
1603 N ANN ARBOR AVE OK,House number not found,North Ann Arbor Avenue,Oklahoma City,Oklahoma,73127,"House number not found North Ann Arbor Avenue Oklahoma City, Oklahoma 73127",False
2317 SW 90TH ST OK,2317,Southwest 90th Street,Oklahoma City,Oklahoma,73159,"2317 Southwest 90th Street Oklahoma City, Oklahoma 73159",True
3828 NW 9TH ST OK,3828,Northwest 9th Street,Oklahoma City,Oklahoma,73107,"3828 Northwest 9th Street Oklahoma City, Oklahoma 73107",True
4000 W LIBERTY ST OK,1601,North New York Avenue,Mangum,Oklahoma,73554,"1601 North New York Avenue Mangum, Oklahoma 73554",False
444 NW 96TH ST OK,444,Northwest 96th Street,Oklahoma City,Oklahoma,73114,"444 Northwest 96th Street Oklahoma City, Oklahoma 73114",True
5228 SE 88TH ST OK,5228,Southeast 88th Street,Oklahoma City,Oklahoma,73135,"5228 Southeast 88th Street Oklahoma City, Oklahoma 73135",True
733 SE 28TH ST OK,733,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"733 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
816 GOLDEN POND DR OK,3111,Golden Pond Drive,City not found,Oklahoma,73072,"3111 Golden Pond Drive City not found, Oklahoma 73072",False
8708 NW 87TH TER OK,8708,Northwest 87th Terrace,Oklahoma City,Oklahoma,73132,"8708 Northwest 87th Terrace Oklahoma City, Oklahoma 73132",True
1002 NE 15TH ST OK,1002,Northeast 15th Street,Oklahoma City,Oklahoma,73117,"1002 Northeast 15th Street Oklahoma City, Oklahoma 73117",True
10132 BRADFORD WAY OK,1201,Bradford Terrace,Oklahoma City,Oklahoma,73099,"1201 Bradford Terrace Oklahoma City, Oklahoma 73099",False
1208 NE 48TH ST OK,1208,Northeast 48th Street,Oklahoma City,Oklahoma,73111,"1208 Northeast 48th Street Oklahoma City, Oklahoma 73111",True
1230 NE 37TH ST OK,1230,Northeast 37th Street,Oklahoma City,Oklahoma,73111,"1230 Northeast 37th Street Oklahoma City, Oklahoma 73111",True
124 N ALLEN ST OK,124,North Allen Street,Altus,Oklahoma,73521,"124 North Allen Street Altus, Oklahoma 73521",True
12901 N WESTERN AVE OK,12901,North Western Avenue,Oklahoma City,Oklahoma,73114,"12901 North Western Avenue Oklahoma City, Oklahoma 73114",True
1304 NW 16TH ST OK,1304,Northwest 16th Street,City not found,Oklahoma,73065,"1304 Northwest 16th Street City not found, Oklahoma 73065",True
138 SE 27TH ST OK,138,Southeast 27th Street,El Reno,Oklahoma,73036,"138 Southeast 27th Street El Reno, Oklahoma 73036",True
1021 SW 53RD ST OK,1021,Southwest 53rd Street,Oklahoma City,Oklahoma,73109,"1021 Southwest 53rd Street Oklahoma City, Oklahoma 73109",True
1135 NW 29TH ST OK,1135,Northwest 29th Street,Oklahoma City,Oklahoma,73106,"1135 Northwest 29th Street Oklahoma City, Oklahoma 73106",True
1228 NE 48TH ST OK,1228,Northeast 48th Street,Oklahoma City,Oklahoma,73111,"1228 Northeast 48th Street Oklahoma City, Oklahoma 73111",True
12500 SW 14TH ST OK,12500,Southwest 14th Street,Oklahoma City,Oklahoma,73099,"12500 Southwest 14th Street Oklahoma City, Oklahoma 73099",True
1409 SW 65TH ST OK,1409,Southwest 65th Street,Oklahoma City,Oklahoma,73159,"1409 Southwest 65th Street Oklahoma City, Oklahoma 73159",True
731 SE 27TH ST OK,731,Southeast 27th Street,El Reno,Oklahoma,73036,"731 Southeast 27th Street El Reno, Oklahoma 73036",True
735 NW 24TH ST OK,735,Northwest 24th Street,Guymon,Oklahoma,73942,"735 Northwest 24th Street Guymon, Oklahoma 73942",True
738 SE 28TH ST OK,738,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"738 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
417 SE 26TH ST OK,417,Southeast 26th Street,Oklahoma City,Oklahoma,73129,"417 Southeast 26th Street Oklahoma City, Oklahoma 73129",True
444 NW 89TH ST OK,444,Northwest 89th Street,Oklahoma City,Oklahoma,73114,"444 Northwest 89th Street Oklahoma City, Oklahoma 73114",True
5001 BRETTSHIRE WAY OK,5001,Brettshire Way,Oklahoma City,Oklahoma,73142,"5001 Brettshire Way Oklahoma City, Oklahoma 73142",True
501 SE 27TH ST OK,501,Southeast 27th Street,El Reno,Oklahoma,73036,"501 Southeast 27th Street El Reno, Oklahoma 73036",True
520 NW 31ST ST OK,520,Northwest 31st Street,Lawton,Oklahoma,73505,"520 Northwest 31st Street Lawton, Oklahoma 73505",True
538 SE 27TH ST OK,538,Southeast 27th Street,El Reno,Oklahoma,73036,"538 Southeast 27th Street El Reno, Oklahoma 73036",True
5609 N STONEWALL DR OK,5609,North Stonewall Drive,Oklahoma City,Oklahoma,73111,"5609 North Stonewall Drive Oklahoma City, Oklahoma 73111",True
5800 N RHODE ISLAND AVE OK,5800,North Rhode Island Avenue,Oklahoma City,Oklahoma,73111,"5800 North Rhode Island Avenue Oklahoma City, Oklahoma 73111",True
5804 N RHODE ISLAND AVE OK,5804,North Rhode Island Avenue,Oklahoma City,Oklahoma,73111,"5804 North Rhode Island Avenue Oklahoma City, Oklahoma 73111",True
5815 S SUNNYLANE RD OK,5821,South Sunnylane Road,Oklahoma City,Oklahoma,73135,"5821 South Sunnylane Road Oklahoma City, Oklahoma 73135",False
624 SE 28TH ST OK,624,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"624 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
627 SE 27TH ST OK,627,Southeast 27th Street,El Reno,Oklahoma,73036,"627 Southeast 27th Street El Reno, Oklahoma 73036",True
636 SE 29TH ST OK,636,Southeast 29th Street,Oklahoma City,Oklahoma,73129,"636 Southeast 29th Street Oklahoma City, Oklahoma 73129",True
701 NW 113TH ST OK,701,Northwest 113th Street,Oklahoma City,Oklahoma,73114,"701 Northwest 113th Street Oklahoma City, Oklahoma 73114",True
716 SE 61ST ST OK,716,Southeast 61st Street,Oklahoma City,Oklahoma,73149,"716 Southeast 61st Street Oklahoma City, Oklahoma 73149",True
718 SE 28TH ST OK,718,Southeast 28th Street,Oklahoma City,Oklahoma,73129,"718 Southeast 28th Street Oklahoma City, Oklahoma 73129",True
727 N MACARTHUR BLVD OK,727,North MacArthur Boulevard,Oklahoma City,Oklahoma,73127,"727 North MacArthur Boulevard Oklahoma City, Oklahoma 73127",True
2516 S CENTRAL AVE OK,2516,South Central Avenue,Oklahoma City,Oklahoma,73129,"2516 South Central Avenue Oklahoma City, Oklahoma 73129",True
2608 S WALNUT AVE OK,2608,South Walnut Avenue,Broken Arrow,Oklahoma,74012,"2608 South Walnut Avenue Broken Arrow, Oklahoma 74012",True
2609 S BYERS AVE OK,2609,South Byers Avenue,Oklahoma City,Oklahoma,73129,"2609 South Byers Avenue Oklahoma City, Oklahoma 73129",True
2713 S STILES AVE OK,2713,South Stiles Avenue,Oklahoma City,Oklahoma,73129,"2713 South Stiles Avenue Oklahoma City, Oklahoma 73129",True
2820 SW GRAND BLVD OK,2820,Southwest Grand Boulevard,Oklahoma City,Oklahoma,73119,"2820 Southwest Grand Boulevard Oklahoma City, Oklahoma 73119",True
3105 NW 10TH ST OK,3105,Northwest 10th Street,Oklahoma City,Oklahoma,73107,"3105 Northwest 10th Street Oklahoma City, Oklahoma 73107",True
3116 S PHILLIPS AVE OK,3116,South Phillips Avenue,Oklahoma City,Oklahoma,73129,"3116 South Phillips Avenue Oklahoma City, Oklahoma 73129",True
3117 NW 24TH ST OK,3117,Northwest 24th Street,Oklahoma City,Oklahoma,73107,"3117 Northwest 24th Street Oklahoma City, Oklahoma 73107",True
312 SE 66TH ST OK,312,Southeast 66th Street,Oklahoma City,Oklahoma,73149,"312 Southeast 66th Street Oklahoma City, Oklahoma 73149",True
3128 WINDSOR TER OK,3128,North Windsor Terrace,Oklahoma City,Oklahoma,73122,"3128 North Windsor Terrace Oklahoma City, Oklahoma 73122",True
3229 N ROFF AVE OK,3229,North Roff Avenue,Oklahoma City,Oklahoma,73112,"3229 North Roff Avenue Oklahoma City, Oklahoma 73112",True
3269 SW 47TH ST OK,3269,Southwest 47th Street,Oklahoma City,Oklahoma,73119,"3269 Southwest 47th Street Oklahoma City, Oklahoma 73119",True
3601 NW 21ST ST OK,3601,Northwest 21st Street,Oklahoma City,Oklahoma,73107,"3601 Northwest 21st Street Oklahoma City, Oklahoma 73107",True
3732 SW 26TH ST OK,3732,Southwest 26th Street,Oklahoma City,Oklahoma,73108,"3732 Southwest 26th Street Oklahoma City, Oklahoma 73108",True
4035 N WESTMINSTER RD OK,4035,North Westminster Road,Oklahoma City,Oklahoma,73084,"4035 North Westminster Road Oklahoma City, Oklahoma 73084",True
405 SE 25TH ST OK,405,Southeast 25th Street,Oklahoma City,Oklahoma,73129,"405 Southeast 25th Street Oklahoma City, Oklahoma 73129",True
4105 NW 28TH ST OK,4105,Northwest 28th Street,Oklahoma City,Oklahoma,73107,"4105 Northwest 28th Street Oklahoma City, Oklahoma 73107",True
2508 S WALNUT AVE OK,2508,South Walnut Avenue,Broken Arrow,Oklahoma,74012,"2508 South Walnut Avenue Broken Arrow, Oklahoma 74012",True
505 SE 51ST ST OK,505,Southeast 51st Street,Oklahoma City,Oklahoma,73129,"505 Southeast 51st Street Oklahoma City, Oklahoma 73129",True
